Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
201710,104,10580,C,Albany-Schenectady-Troy  NY ,110,110,26796,5,10,1666,15,59,7110,6,77,8679,67,67,15711,2,4,769,12,48,5946,1,46,5365
201710,104,24020, ,Glens Falls  NY ,20,20,4211,0,0,0,0,0,0,0,0,0,14,14,3736,0,0,0,0,0,0,0,0,0
201710,106,10740,C,Albuquerque  NM ,146,146,31974,0,0,0,0,0,0,4,45,4162,41,41,11823,0,0,0,0,0,0,0,0,0
201710,106,42140,C,Santa Fe  NM ,12,12,2995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,108,11100, ,Amarillo  TX ,31,31,8413,0,0,0,0,0,0,0,0,0,31,31,8413,0,0,0,0,0,0,0,0,0
201710,118,11540, ,Appleton  WI ,41,41,9154,1,2,210,0,0,0,9,108,7311,41,41,9154,1,2,210,0,0,0,9,108,7311
201710,118,36780, ,Oshkosh-Neenah  WI ,24,24,6090,1,2,298,0,0,0,2,16,1280,21,21,5403,1,2,298,0,0,0,2,16,1280
201710,120,11700, ,Asheville  NC ,153,153,42680,0,0,0,0,0,0,4,108,6587,48,48,13866,0,0,0,0,0,0,0,0,0
201710,122,12020, ,Athens-Clarke County  GA ,38,38,11521,0,0,0,0,0,0,0,0,0,38,38,11521,0,0,0,0,0,0,0,0,0
201710,122,12060, ,Atlanta-Sandy Springs-Roswell  GA ,1988,1988,462788,0,0,0,2,7,1501,19,864,78248,1886,1886,439208,0,0,0,2,7,1501,18,836,75378
201710,122,23580, ,Gainesville  GA ,112,112,20000,0,0,0,0,0,0,0,0,0,112,112,20000,0,0,0,0,0,0,0,0,0
201710,140,13460, ,Bend-Redmond  OR ,167,167,41832,2,4,710,2,6,442,2,36,3986,43,43,13723,0,0,0,0,0,0,0,0,0
201710,142,13820,C,Birmingham-Hoover  AL ,214,214,56286,0,0,0,0,0,0,2,54,7367,139,139,39360,0,0,0,0,0,0,0,0,0
201710,144,14020,C,Bloomington  IN ,23,23,5683,1,2,238,0,0,0,1,20,2301,0,0,0,0,0,0,0,0,0,0,0,0
201710,145,14010, ,Bloomington  IL ,8,8,1144,2,4,665,0,0,0,0,0,0,8,8,1144,2,4,665,0,0,0,0,0,0
201710,146,14100,C,Bloomsburg-Berwick  PA ,11,11,2265,0,0,0,0,0,0,0,0,0,7,7,1413,0,0,0,0,0,0,0,0,0
201710,147,14260,C,Boise City  ID ,694,694,150089,0,0,0,2,8,524,19,180,15692,636,636,142163,0,0,0,2,8,524,19,180,15692
201710,148,12700, ,Barnstable Town  MA ,10,10,4348,0,0,0,0,0,0,0,0,0,5,5,2427,0,0,0,0,0,0,0,0,0
201710,148,14460,C,Boston-Cambridge-Newton  MA-NH ,430,430,125842,34,68,11416,10,33,5781,33,696,105427,262,262,77453,21,42,7220,7,23,4092,18,561,85510
201710,148,31700, ,Manchester-Nashua  NH ,37,37,6294,2,4,490,0,0,0,1,15,1924,23,23,4015,1,2,200,0,0,0,0,0,0
201710,148,39300,C,Providence-Warwick  RI-MA ,159,159,39989,1,2,350,1,3,429,3,43,3602,93,93,25492,1,2,350,0,0,0,0,0,0
201710,148,49340, ,Worcester  MA-CT ,26,26,5754,1,2,200,0,0,0,0,0,0,24,24,5422,0,0,0,0,0,0,0,0,0
201710,150,14540, ,Bowling Green  KY ,51,51,11794,3,6,605,2,8,875,2,16,1000,51,51,11794,3,6,605,2,8,875,2,16,1000
201710,154,15180, ,Brownsville-Harlingen  TX ,72,72,9984,1,2,248,0,0,0,0,0,0,20,20,2285,1,2,248,0,0,0,0,0,0
201710,160,15380,C,Buffalo-Cheektowaga-Niagara Falls  NY ,96,96,27740,0,0,0,2,8,1050,1,24,5412,87,87,25866,0,0,0,2,8,1050,0,0,0
201710,162,15980,C,Cape Coral-Fort Myers  FL ,508,508,109386,7,14,2172,2,8,2103,5,260,18986,508,508,109386,7,14,2172,2,8,2103,5,260,18986
201710,162,34940, ,Naples-Immokalee-Marco Island  FL ,199,199,41703,0,0,0,3,12,2365,0,0,0,199,199,41703,0,0,0,3,12,2365,0,0,0
201710,164,16020, ,Cape Girardeau  MO-IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,168,16300, ,Cedar Rapids  IA ,55,55,7073,2,4,293,0,0,0,1,12,714,55,55,7073,2,4,293,0,0,0,1,12,714
201710,168,26980, ,Iowa City  IA ,34,34,7943,0,0,0,0,0,0,1,36,3498,20,20,5215,0,0,0,0,0,0,1,36,3498
201710,170,16620, ,Charleston  WV ,3,3,1395,0,0,0,0,0,0,0,0,0,3,3,1395,0,0,0,0,0,0,0,0,0
201710,170,26580, ,Huntington-Ashland  WV-KY-OH ,15,15,2635,0,0,0,1,4,265,0,0,0,13,13,2476,0,0,0,1,4,265,0,0,0
201710,172,16740, ,Charlotte-Concord-Gastonia  NC-SC ,1214,1214,306337,1,2,409,1,4,320,21,1276,71808,1040,1040,250825,1,2,409,1,4,320,18,1237,67863
201710,174,16860, ,Chattanooga  TN-GA ,180,180,32183,0,0,0,0,0,0,0,0,0,180,180,32183,0,0,0,0,0,0,0,0,0
201710,174,17420, ,Cleveland  TN ,24,24,4140,1,2,142,1,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201710,176,16980, ,Chicago-Naperville-Elgin  IL-IN-WI ,764,764,225417,16,32,4849,28,94,20548,34,1005,178185,648,648,193208,15,30,4766,28,94,20548,27,932,169962
