Survey,CSA,CBSA,MONCOV,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
Date,Code,Code,,Name,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,Bldgs,Units,Value,      Bldgs,Units,Value,Bldgs,Units,Value
 
200807,102,18700, ,Corvallis  OR ,8,8,2719,0,0,0,0,0,0,0,0,0,8,8,2719,0,0,0,0,0,0,0,0,0
200807,104,10580, ,Albany-Schenectady-Troy  NY ,72,72,16498,0,0,0,0,0,0,4,34,2356,58,58,13094,0,0,0,0,0,0,4,34,2356
200807,104,24020, ,Glens Falls  NY ,31,31,5609,0,0,0,0,0,0,0,0,0,22,22,4799,0,0,0,0,0,0,0,0,0
200807,112,11180, ,Ames  IA ,12,12,2586,0,0,0,0,0,0,1,7,534,2,2,336,0,0,0,0,0,0,0,0,0
200807,118,11540, ,Appleton  WI ,45,45,8603,2,4,420,0,0,0,0,0,0,43,43,8248,2,4,420,0,0,0,0,0,0
200807,118,36780, ,Oshkosh-Neenah  WI ,42,42,8594,1,2,229,0,0,0,0,0,0,42,42,8594,1,2,229,0,0,0,0,0,0
200807,120,11700, ,Asheville  NC ,180,180,39410,1,2,186,0,0,0,1,13,1208,74,74,19087,0,0,0,0,0,0,0,0,0
200807,122,12060,C,Atlanta-Sandy Springs-Marietta  GA ,873,873,172997,0,0,0,2,6,793,12,630,58186,793,793,161798,0,0,0,1,3,643,11,616,57269
200807,122,23580, ,Gainesville  GA ,21,21,3709,0,0,0,0,0,0,0,0,0,21,21,3709,0,0,0,0,0,0,0,0,0
200807,132,12940, ,Baton Rouge  LA ,203,203,33899,1,2,182,0,0,0,5,148,11525,116,116,16513,0,0,0,0,0,0,0,0,0
200807,140,13460,C,Bend  OR ,81,81,18004,1,2,264,0,0,0,1,5,251,65,65,15424,1,2,264,0,0,0,0,0,0
200807,142,13820,C,Birmingham-Hoover  AL ,194,194,35383,0,0,0,0,0,0,2,226,27419,118,118,21660,0,0,0,0,0,0,1,208,26018
200807,148,14460,C,Boston-Cambridge-Quincy  MA-NH ,291,291,79135,9,18,2135,8,26,2694,18,230,21437,161,161,51536,3,6,748,5,17,1854,5,71,6911
200807,148,31700, ,Manchester-Nashua  NH ,24,24,5646,2,4,466,0,0,0,4,23,2463,19,19,4650,2,4,466,0,0,0,3,16,1790
200807,148,49340, ,Worcester  MA ,64,64,11871,2,4,486,0,0,0,1,5,55,41,41,7981,1,2,160,0,0,0,0,0,0
200807,154,15180, ,Brownsville-Harlingen  TX ,80,80,8228,2,4,228,1,4,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200807,160,15380, ,Buffalo-Niagara Falls  NY ,85,85,20688,0,0,0,0,0,0,2,16,750,80,80,19605,0,0,0,0,0,0,2,16,750
200807,172,16740,C,Charlotte-Gastonia-Concord  NC-SC ,594,594,121668,7,14,1085,0,0,0,16,387,22467,476,476,95601,7,14,1085,0,0,0,15,375,21533
200807,174,16860, ,Chattanooga  TN-GA ,94,94,12292,1,2,91,0,0,0,1,13,1190,69,69,8781,0,0,0,0,0,0,0,0,0
200807,174,17420, ,Cleveland  TN ,43,43,5010,1,2,100,3,12,432,0,0,0,43,43,5010,1,2,100,3,12,432,0,0,0
200807,176,16980,C,Chicago-Naperville-Joliet  IL-IN-WI ,831,831,218015,9,18,2474,24,73,9485,24,636,28844,600,600,159186,8,16,2136,24,73,9485,15,556,20995
200807,176,28100, ,Kankakee-Bradley  IL ,8,8,2064,0,0,0,0,0,0,0,0,0,8,8,2064,0,0,0,0,0,0,0,0,0
200807,176,33140, ,Michigan City-La Porte  IN ,15,15,2640,0,0,0,0,0,0,0,0,0,15,15,2640,0,0,0,0,0,0,0,0,0
200807,178,17140,C,Cincinnati-Middletown  OH-KY-IN ,311,311,66405,3,6,522,9,30,2808,10,82,7245,185,185,39961,0,0,0,4,15,1354,0,0,0
200807,184,10420, ,Akron  OH ,51,51,10726,0,0,0,1,3,69,1,12,424,40,40,9297,0,0,0,0,0,0,0,0,0
200807,184,17460,C,Cleveland-Elyria-Mentor  OH ,219,219,48582,2,4,222,2,7,1093,3,19,1144,158,158,37224,2,4,222,1,4,700,0,0,0
200807,192,17900,C,Columbia  SC ,295,295,45820,0,0,0,0,0,0,5,279,22360,193,193,33723,0,0,0,0,0,0,3,234,19820
200807,194,12220,C,Auburn-Opelika  AL ,54,54,10061,2,4,243,1,3,600,0,0,0,54,54,10061,2,4,243,1,3,600,0,0,0
200807,194,17980, ,Columbus  GA-AL ,55,55,8239,0,0,0,0,0,0,1,22,1661,28,28,5380,0,0,0,0,0,0,0,0,0
200807,198,18140,C,Columbus  OH ,264,264,56865,1,2,226,17,61,4358,11,122,5110,212,212,44241,0,0,0,16,58,4200,11,122,5110
200807,204,18580, ,Corpus Christi  TX ,86,86,10644,0,0,0,1,3,107,0,0,0,19,19,2669,0,0,0,0,0,0,0,0,0
200807,206,19100,C,Dallas-Fort Worth-Arlington  TX ,1780,1780,362554,9,18,2259,2,8,1147,23,1463,136626,1626,1626,326421,7,14,1893,2,8,1147,20,1390,133074
200807,212,19380, ,Dayton  OH ,76,76,18219,0,0,0,0,0,0,2,12,800,63,63,15716,0,0,0,0,0,0,2,12,800
200807,212,44220, ,Springfield  OH ,12,12,1828,0,0,0,0,0,0,0,0,0,12,12,1828,0,0,0,0,0,0,0,0,0
200807,216,14500, ,Boulder  CO ,13,13,5605,0,0,0,2,8,1053,1,5,376,11,11,5193,0,0,0,2,8,1053,0,0,0
200807,216,19740,C,Denver-Aurora  CO ,404,404,96915,4,8,1321,1,4,740,6,141,17501,358,358,83116,4,8,1321,1,4,740,5,116,15664
