target_name,fold_id,solver_name,convergence_info_code,converged,iterations,maxiter,requested_tolerance,achieved_absolute_residual,achieved_relative_residual,rhs_norm,solution_norm,maximum_absolute_solution_entry,riesz_ridge,scaling_value,cached_scale,elapsed_seconds,contains_nonfinite
asinh_permits_mean,0,scipy.sparse.linalg.cg,0,True,546,2000,1e-05,1.3675574603508322e-07,9.672283636982843e-06,0.01413893049126324,2.031963276109174,0.030368099330890866,1e-05,326.088375731865,False,1.4569861000636593,False
asinh_permits_mean,1,scipy.sparse.linalg.cg,0,True,664,2000,1e-05,1.3560049111975278e-07,9.590583897546692e-06,0.01413891923248176,2.0284791030634257,0.030300194465427793,1e-05,326.871064240943,False,1.8336513000540435,False
asinh_permits_mean,2,scipy.sparse.linalg.cg,0,True,629,2000,1e-05,1.0353118606114813e-07,7.322415992212451e-06,0.01413893804602959,2.0240196812339843,0.030242173088776202,1e-05,328.25815140046734,False,1.6928669000044465,False
asinh_permits_mean,3,scipy.sparse.linalg.cg,0,True,491,2000,1e-05,9.98233127536646e-08,7.060173622864157e-06,0.014138931715558642,2.032116391016809,0.03045662653969678,1e-05,327.0734940832924,False,1.35586589993909,False
asinh_permits_mean,4,scipy.sparse.linalg.cg,0,True,624,2000,1e-05,1.0890998081211463e-07,7.702842976693156e-06,0.014138933007157038,2.0375135736683863,0.030588544191274044,1e-05,325.5010769610109,False,1.6537281000055373,False
asinh_permits_mean,5,scipy.sparse.linalg.cg,0,True,456,2000,1e-05,1.335643323616836e-07,9.446558415022597e-06,0.014138941029494931,2.0375607606561728,0.030592997438517913,1e-05,325.31729698282555,False,1.1853095999686047,False
asinh_permits_mean,6,scipy.sparse.linalg.cg,0,True,525,2000,1e-05,9.106548735937324e-08,6.440760752893047e-06,0.014138933404484655,2.0206944315467523,0.03023192344066006,1e-05,328.5576596339366,False,1.3941729000071064,False
asinh_permits_mean,7,scipy.sparse.linalg.cg,0,True,756,2000,1e-05,1.3907786214103562e-07,9.83651616803168e-06,0.014138934940506031,2.0496747549732084,0.030617438810053407,1e-05,324.6034655323311,False,2.0104322999250144,False
asinh_permits_mean,8,scipy.sparse.linalg.cg,0,True,480,2000,1e-05,1.1608711262829394e-07,8.210459616667502e-06,0.014138929858766164,2.0330875715967025,0.030389324432771567,1e-05,326.47978976157435,False,1.2844204999273643,False
asinh_permits_mean,9,scipy.sparse.linalg.cg,0,True,510,2000,1e-05,1.2256917498611124e-07,8.668916765079685e-06,0.014138926270447882,2.0338912575417916,0.030496927560646113,1e-05,325.61558496402034,False,1.408039900008589,False
lag_log_zhvi_mean,0,scipy.sparse.linalg.cg,0,True,530,2000,1e-05,1.4106150296405655e-07,9.97455453609218e-06,0.014142135616546687,2.1950886556418903,0.033526493454553705,1e-05,324.9213530764211,False,1.4298622999340296,False
lag_log_zhvi_mean,1,scipy.sparse.linalg.cg,0,True,649,2000,1e-05,9.693760647316068e-08,6.854523892419335e-06,0.014142135616503938,2.188285236922986,0.03317340617411452,1e-05,326.23111812829785,False,1.7505477999802679,False
lag_log_zhvi_mean,2,scipy.sparse.linalg.cg,0,True,611,2000,1e-05,9.333265198364926e-08,6.59961511586236e-06,0.014142135616260654,2.187966843307772,0.033184878213148965,1e-05,327.022124055584,False,1.7417460000142455,False
lag_log_zhvi_mean,3,scipy.sparse.linalg.cg,0,True,476,2000,1e-05,1.3947046458878155e-07,9.862051133459588e-06,0.014142135616757402,2.195292645610578,0.03322875222756126,1e-05,325.80794989613855,False,1.2650099000893533,False
lag_log_zhvi_mean,4,scipy.sparse.linalg.cg,0,True,618,2000,1e-05,1.362879110087113e-07,9.637010610536647e-06,0.014142135618248734,2.1998068140678617,0.03369513277812922,1e-05,324.5773405002843,False,1.6747921000933275,False
lag_log_zhvi_mean,5,scipy.sparse.linalg.cg,0,True,445,2000,1e-05,1.2846971260700358e-07,9.084180501088886e-06,0.01414213561604202,2.2004572667541833,0.03347061532848367,1e-05,324.18409700762174,False,1.197285500005819,False
lag_log_zhvi_mean,6,scipy.sparse.linalg.cg,0,True,514,2000,1e-05,9.687943978188676e-08,6.850410885670627e-06,0.014142135617665605,2.1836944772048246,0.033311371472332596,1e-05,327.2388790193747,False,1.3921184000791982,False
lag_log_zhvi_mean,7,scipy.sparse.linalg.cg,0,True,732,2000,1e-05,1.339773898409167e-07,9.473632092511727e-06,0.014142135617322195,2.2150216248388572,0.03365354649167702,1e-05,323.34552626735507,False,1.9428372000111267,False
lag_log_zhvi_mean,8,scipy.sparse.linalg.cg,0,True,472,2000,1e-05,8.661256826737104e-08,6.124433439186771e-06,0.014142135615873692,2.196193116062485,0.0335461602005023,1e-05,325.32088680253116,False,1.270181700005196,False
lag_log_zhvi_mean,9,scipy.sparse.linalg.cg,0,True,503,2000,1e-05,1.0951199133484398e-07,7.743667174660084e-06,0.014142135614144746,2.197094259360083,0.033422092658338676,1e-05,324.4469519471888,False,1.3257694999920204,False
